body,clusters_0,sentiment_positive_score,sentiment_negative_score,sentiment_combined_score,sentiment_summary,published_date,post_type,total_engagement,comments,shares,likes,author_gender,followers
did you guys know that poor sex workers work just as hard as the rich ones and that everyone actually deserves a living wage and that nothing anyone rich does makes them more deserving of comfort and stability than their poor counterparts,Rich People,4.715506376,1.318853056,0.927520255,positive,"Apr 28, 2021",Reposts,0,0,0,0,Unknown,25238
", Absolutely. Incomes are falling but rent & living costs are rising  and that burden is mostly on those least able to afford it. But the SNP used Committee stage to bury even a modest rent control plan. We need representation for tenants, not landlords: ,",Cost of Living,3.358390878,2.638727663,-0.105408492,neutral,"Nov 27, 2020",Replies,0,0,0,0,Unknown,17373
"“We will tax the poor who lack the luxury of time to use public transport & spend the cash on paying Moltons fee, ex CEO(s) severance & cover the £50m I placed the on an energy company bet” , ,",Cost of Living,2.23607233,4.780702206,-1.106440128,negative,"Feb 19, 2021",Reposts,0,0,0,0,Unknown,8025
", , , , Also, although politicians rarely admit it, one of the main purposes of tax is to reduce inequality, and wealth tax (+ inheritance tax) is best way to do that. Income tax hits someone from a poor background in a highpaying job just as hard as their rich colleague",Rich People,1.788857864,5.277455326,-1.428440275,negative,"Sep 6, 2021",Replies,0,0,0,0,Male,7946
"💰 Before Covid struck, Wales had the UK's lowest disposable household income. 🥀 A Labour Government in Cardiff Bay is not paying off for the people of Wales. ❌ Devolution is supposed to mean being in charge of our own destiny, yet Labour, as usual, blame someone else. ,",State Pension,1.490714887,4.397879438,-1.428440275,negative,"Oct 22, 2021",Reposts,0,0,0,0,Female,6712
"So Johnson allowed covid to run riot throughout the country, killing the vulnerable, killing the elderly, killing NHS staff, killing carers.... then making the poor pay for it. Criminal. Sick and twisted.",Public Sector Pay,1.538661899,5.851461714,-1.682351944,negative,"Sep 8, 2021",Reposts,0,0,0,0,Female,5739
", problematizing it in this way, exposes how rotten the entire system is the government could legislate, but it is corrupt  it doesn't care poor people pay more gas guzzlers are privileged  there is no democracy, or social justice, or environmental morality",Social Care,2.765692463,4.07245564,-0.733528717,negative,"Nov 21, 2020",Replies,0,0,0,0,Unknown,5475
", I have supported this Govt despite mistakes made during pandemic. However don’t agree with their reluctance to pay nurses what they deserve. They’ve been on frontline throughout pandemic and need a decent salary increase. JeremyVine NHS",Poor Pay,3.66761607,2.867990276,-0.100643244,neutral,"May 19, 2021",Replies,0,0,0,0,Unknown,5038
"During covid19 lockdown in Kyiv, gig workers carry the burden of supporting vital infrastructure. Cab & delivery prices have skyrocketed as Kyiv authorities prohibited public transport for all but essential workers. Meanwhile, gigworkers have zero rights & stagnant wages. ,",House Prices,4.162028338,3.298409579,-0.11401146,neutral,"Apr 10, 2021",Reposts,0,0,0,0,Male,4881
"Starmer’s timid, uninspiring leadership, his complete failure to hold the Tories to any kind of account, has left the millions of voters struggling with insecure jobs, low wages, high rents and toxic levels of debt without a voice in the national conversation. /3",Poor Pay,1.277755617,5.015538612,-1.714009291,negative,"May 7, 2021",Reposts,0,0,0,0,Male,4468
"Demand (consumption) will not grow in an economy where jobs have been lost and incomes/wages have been reduced The answer to this crisis is to put money in the hands of the people, especially the poor and lower middle classes",Poor Pay,4.193479927,4.488366262,-0.414531444,negative,"Jun 29, 2021",Reposts,0,0,0,0,Unknown,4193
"“The poorest people in our society have suffered more in terms of health issues as well as in terms of earnings, income and employment.” , Govt must keep the £20 a week uplift to help low paid working people in Nottingham, as well as tens of thousands of children ,",Mental Health,5.093319263,1.846394278,0.668121444,positive,"Jul 29, 2021",Reposts,0,0,0,0,Unknown,3941
"This Government backs HS2, the BBC charging the over 75’s Putting ILLEGAL IMMIGRANTS in 5 ⭐️ hotels, a pay rise for MP’s No interesting on savings (Pensioners income) Rising Power costs, but they will scrap the TRIPLE LOCK for pensioners Who haven’t benefited from furlough",State Pension,4.978246434,2.137799449,0.498727112,positive,"Jul 31, 2021",Reposts,0,0,0,0,Male,3136
"Upset is a better description. Upset for businesses going bankrupt because of red tape. Patel in 2016 said EU red tape costs £125bn a year, that red tape lie is a £7  15bn cost. Upset because this VL Government would rather spend money on new nukes than the agreed NHS pay rise. ,",Cost of Living,1.118036165,5.478782992,-1.935882863,negative,"Mar 20, 2021",Reposts,0,0,0,0,Male,2702
", , She is denying that council house to a low income earner who needs it. As an MP she is in the top 10% of earners and can easily afford to buy a private property with a mortgage or rent privately",Poor People,5.093319263,1.788857864,0.699778791,positive,"Aug 23, 2021",Reposts,0,0,0,0,Male,2653
", Sorry Priti that's a bad real comment..ministers above all should set examples for the people they represent..yes the jobs hard and you get paid handsomely hard wages which is for hard work. Mistakes happen, rules should never be broken or construed as mistakes to be fobbed of.",Poor Pay,2.517891424,3.453340614,-0.662493832,negative,"May 23, 2021",Replies,0,0,0,0,Male,2422
", Gate money isn't irrelevant but it's way down the list of income streams for us as a club now. The amount these fairly cynical increases will raise do very, very little to actually improve the footballing side. It's charging it because we can, not because we need the money.",House Prices,2.797657138,2.899954951,-0.382486462,negative,"Jul 20, 2021",Replies,0,0,0,0,Unknown,2268
", , , ello there. I seeing you interest in quality logo design of the highest calibur. My fees are as follows: Bad Logo ~ $5 You are basically get what you pay for with this deal. Okay Logo ~ $12 This is being of better quality, not as bad as before but not amaze",Leaseholding,5.496562461,2.390351103,0.486109039,positive,"Jan 19, 2021",Replies,0,0,0,0,Unknown,1940
", For the Chancellor  cost of living, inflation, stripped of all meaningful measures, is now at an illusory 3.1% Keeping wage rises low UK's true inflation = 1820% BoE interest rates at 0%, net result = value of your money shrinking Johnson says wage rising = another lie",Pay Rises,5.501424105,2.89635015,0.294982021,neutral,"Oct 24, 2021",Reposts,0,0,0,0,Unknown,1871
", , But bad answers. If Labour wants to bring the public with it, it needs to set out the why and how, as well as the what. ""We believe business should pay more but don't believe that now, when so many jobs are at risk, is the right time to increase taxes"" would frame it better.",Poor Pay,3.272086256,0.894428932,0.950424019,neutral,"Mar 1, 2021",Replies,0,0,0,0,Male,1845
", Calm down mate, ye’ll have an embolism. The management is inept, the board out of touch, they both get payed much more than the vast majority of the support will ever earn for poor performances & bad results this season. Time for change. The protest p!ssed you off. Get over it.",Government Support,3.300854463,3.453340614,-0.391734284,negative,"Dec 5, 2020",Replies,0,0,0,0,Unknown,1560
", , , So you know better than Fraser of Allander?🤔 Lower taxes in Scotland reduce the block grant. They must, and the SNP agreed. NI is in reality just such a tax. Moreover, not paying NI would seem inconsistent with the claims separatists routinely make about pensions. Your side lost",Low Income Families,1.290301516,2.0519199,-0.810473557,neutral,"Dec 2, 2020",Replies,0,0,0,0,Unknown,1384
", , , I agree, yes, but that takes me back to my original point  surely all club income goes to ‘football operations’ anyway? Why set up a membership scheme on that basis? Club income rises and falls with results as it is, so the DNA was bound to see the same results",Pay Rises,4.537575002,1.025774599,1.140371105,positive,"Feb 14, 2021",Replies,0,0,0,0,Male,1322
", Seems to me this is nainstream Tory thinking, where donors see paying fair tax as optional . Many, including isolated the poor & OAPs on meagre UK state pension with TV as sole entertainment have to pay licence, even to watch commercial TV or radio. No real choice.",State Pension,2.891547309,3.297412932,-0.477920031,negative,"May 4, 2021",Replies,0,0,0,0,Unknown,1285
", , Sorry, it sounds like we are agreeing. Employers welcome migrants as it is cheaper, but there certain jobs most don't want, veg picker, increasing wages increases food costs. Training uk workers for the more skilled jobs is needed and to pay an appropriate wage.",Poor Pay,3.712561366,1.738437166,0.412161914,positive,"Sep 28, 2021",Replies,0,0,0,0,Male,1232
", Unfortunately this is also true of education. The Government removed pay portability for teachers in 2013. Academies can now pay what they like. This pushes out older more experienced staff as we cost more. It also increases the amount of unqualified people teaching. I hear you",Public Sector Pay,4.978246434,3.47562018,0.012731185,neutral,"Feb 27, 2021",Replies,0,0,0,0,Unknown,1219
", And we will also see a significant rise in both inflation and shrinkflation which will always effect people on low and fixed incomes worst. Having a poor diet and not having sufficient money to meet your other bills is always going to effect people's mental and physical health.",Mental Health,4.265400445,4.87419888,-0.479993281,negative,"Jul 23, 2021",Replies,0,0,0,0,Male,1214
", , , So you sacked skilled staff for refusing to take a pay cut and now you are employing apprentices on low wages to try to plug the gap. Fire and rehire is an evil business practice. No doubt one that is applauded by the PM and chancellor.",Public Sector Pay,4.003650977,3.769610947,-0.2863387,neutral,"Sep 14, 2021",Reposts,0,0,0,0,Unknown,1138
